concept_id
35207403
35207404
35609033
36675148
36684840
36716757
36716860
36716999
36717147
37017180
37110237
37110238
37110239
37110241
37110295
37110521
37110522
37110678
37110679
37110765
37118679
372654
381316
4006295
4020864
4023571
40290419
40298711
40312018
40323955
40323956
40323962
40323975
40345204
40345207
40392729
40392793
40393597
40394524
40441084
4045736
4045747
4045748
4045755
4046358
4046359
4046360
4046363
40481354
40482301
4060711
40639026
4084149
4090122
4099974
4102412
4111710
4111711
4124630
4129333
4131383
4141661
4142739
4145494
4146224
4146293
4148904
4153352
4159140
4159152
4161541
4168056
4173012
4189462
4193582
4195447
4211509
4219010
4236498
4238315
4243337
42487149
42488654
42501129
42501130
42534983
42534989
42535113
42535114
42535232
42535344
42535411
42535412
42535415
42535417
42535419
42535508
42535511
42535512
42535676
42535677
42535678
42535679
42535680
42535681
42535682
42535684
42535686
42535688
42535689
42535690
42535702
42535704
42535705
42535706
42535707
42539166
42539180
42539260
4280420
4310996
4316224
4318693
4334126
4334127
4338810
43530611
43530612
43530665
43530669
43530670
43530732
43530736
43530744
43531592
43531595
43531605
43531610
43531617
440426
443465
443599
443609
44782753
44782781
44790779
44795571
44831782
45418617
45433442
45433443
45440063
45440808
45450022
45456756
45460282
45483821
45496753
45496754
45513466
45519869
45524404
45532030
45548032
45571809
45586296
45590481
45591490
45611042
45614777
45616764
45619566
45619670
45908822
45910868
45913680
45917033
45921928
45922009
45924910
45929983
45936810
45945906
45948574
45954095
45954469
500003201
759831
761785
761789
761790
761791
761792
761793
761794
761795
761796
761797
761798
761799
761835
761836
762089
762090
762091
762093
762339
762340
762344
762345
764813
764814
764815
764816
764817
764818
764819
764820
764847
764848
764849
764850
764851
764852
764853
765281
765283
765461
765462
765518
765568
765694
